product_name,product_image_urls,sales_price,retail_price,product_url,brand
UO Rebecca Long Sleeve Mini Dress,https://images.urbndata.com/is/image/UrbanOutfitters/79347209_013_b?$medium$&qlt=80&fit=constrain,49.99,89.00,https://www.urbanoutfitters.com/shop/uo-rebecca-long-sleeve-mini-dress?category=womens-clothing-sale&color=013,Urban Outfitters
UO Calypso Cinched Asymmetrical Cami,https://images.urbndata.com/is/image/UrbanOutfitters/81126336_001_b?$medium$&qlt=80&fit=constrain,19.99,35.00,https://www.urbanoutfitters.com/shop/uo-calypso-cinched-asymmetrical-cami?category=womens-clothing-sale&color=001,Urban Outfitters
UO Becca Printed Puff Sleeve Mini Dress,https://images.urbndata.com/is/image/UrbanOutfitters/80408453_038_b?$medium$&qlt=80&fit=constrain,39.99,69.00,https://www.urbanoutfitters.com/shop/uo-becca-printed-puff-sleeve-mini-dress?category=womens-clothing-sale&color=038,Urban Outfitters
UO Sienna Floral Embroidered Mini Dress,https://images.urbndata.com/is/image/UrbanOutfitters/80373236_009_b?$medium$&qlt=80&fit=constrain,49.99,84.00,https://www.urbanoutfitters.com/shop/uo-sienna-floral-embroidered-mini-dress?category=womens-clothing-sale&color=009,Urban Outfitters
UO Picnic Time Midi Dress,https://images.urbndata.com/is/image/UrbanOutfitters/80267487_012_b?$medium$&qlt=80&fit=constrain,49.99,89.00,https://www.urbanoutfitters.com/shop/uo-picnic-time-midi-dress?category=womens-clothing-sale&color=012,Urban Outfitters
Round Two X Nickelodeon UO Exclusive Rakeem Miles SpongeBob Tee,https://images.urbndata.com/is/image/UrbanOutfitters/80361702_079_b?$medium$&qlt=80&fit=constrain,19.99,39.00,https://www.urbanoutfitters.com/shop/round-two-x-nickelodeon-uo-exclusive-rakeem-miles-spongebob-tee?category=womens-clothing-sale&color=079,Urban Outfitters
UO Fifi Ruched Cropped Top,https://images.urbndata.com/is/image/UrbanOutfitters/80072309_066_b?$medium$&qlt=80&fit=constrain,19.99,39.00,https://www.urbanoutfitters.com/shop/uo-fifi-ruched-cropped-top?category=womens-clothing-sale&color=066,Urban Outfitters
UO Mia Ribbed Cinched Sweater,https://images.urbndata.com/is/image/UrbanOutfitters/80323751_001_b?$medium$&qlt=80&fit=constrain,29.99,55.00,https://www.urbanoutfitters.com/shop/uo-mia-ribbed-cinched-sweater?category=womens-clothing-sale&color=001,Urban Outfitters
UO Casey Linen Utility Jumpsuit,https://images.urbndata.com/is/image/UrbanOutfitters/80496904_030_b?$medium$&qlt=80&fit=constrain,49.99,109.00,https://www.urbanoutfitters.com/shop/uo-casey-linen-utility-jumpsuit?category=womens-clothing-sale&color=030,Urban Outfitters
Round Two X Nickelodeon UO Exclusive Rakeem Miles Sandy Cheeks Tee,https://images.urbndata.com/is/image/UrbanOutfitters/80361579_011_b?$medium$&qlt=80&fit=constrain,19.99,39.00,https://www.urbanoutfitters.com/shop/round-two-x-nickelodeon-uo-exclusive-rakeem-miles-sandy-cheeks-tee?category=womens-clothing-sale&color=011,Urban Outfitters
Soundgarden Tour T-Shirt Dress,https://images.urbndata.com/is/image/UrbanOutfitters/81349300_060_b?$medium$&qlt=80&fit=constrain,24.99,45.00,https://www.urbanoutfitters.com/shop/soundgarden-tour-t-shirt-dress2?category=womens-clothing-sale&color=060,Urban Outfitters
UO True Romance Babydoll Top,https://images.urbndata.com/is/image/UrbanOutfitters/79864534_001_b?$medium$&qlt=80&fit=constrain,24.99,49.00,https://www.urbanoutfitters.com/shop/uo-true-romance-babydoll-top?category=womens-clothing-sale&color=001,Urban Outfitters
UO Pru Peekaboo Sweater Cami,https://images.urbndata.com/is/image/UrbanOutfitters/80024326_011_b?$medium$&qlt=80&fit=constrain,19.99,39.00,https://www.urbanoutfitters.com/shop/uo-pru-peekaboo-sweater-cami?category=womens-clothing-sale&color=011,Urban Outfitters
BDG Betty Notch Neck Cropped Tee,https://images.urbndata.com/is/image/UrbanOutfitters/80149073_010_b?$medium$&qlt=80&fit=constrain,19.99,35.00,https://www.urbanoutfitters.com/shop/bdg-betty-notch-neck-cropped-tee?category=womens-clothing-sale&color=010,Urban Outfitters
UO Tyra Sweater Tube Top,https://images.urbndata.com/is/image/UrbanOutfitters/79977161_050_b?$medium$&qlt=80&fit=constrain,19.99,45.00,https://www.urbanoutfitters.com/shop/uo-tyra-sweater-tube-top?category=womens-clothing-sale&color=050,Urban Outfitters
UO Rudie Open-Knit Hooded Duster Cardigan,https://images.urbndata.com/is/image/UrbanOutfitters/80164965_001_b?$medium$&qlt=80&fit=constrain,49.99,89.00,https://www.urbanoutfitters.com/shop/uo-rudie-open-knit-hooded-duster-cardigan?category=womens-clothing-sale&color=001,Urban Outfitters
UO Be My Baby Smocked Cami,https://images.urbndata.com/is/image/UrbanOutfitters/80075500_001_b?$medium$&qlt=80&fit=constrain,19.99,39.00,https://www.urbanoutfitters.com/shop/uo-be-my-baby-smocked-cami?category=womens-clothing-sale&color=001,Urban Outfitters
Bikini Kill Band Tee,https://images.urbndata.com/is/image/UrbanOutfitters/81595837_066_b?$medium$&qlt=80&fit=constrain,24.99,45.00,https://www.urbanoutfitters.com/shop/bikini-kill-band-tee?category=womens-clothing-sale&color=066,Urban Outfitters
UO Holographic Bear Baby Tee,https://images.urbndata.com/is/image/UrbanOutfitters/80051915_030_b?$medium$&qlt=80&fit=constrain,19.99,35.00,https://www.urbanoutfitters.com/shop/uo-holographic-bear-baby-tee?category=womens-clothing-sale&color=030,Urban Outfitters
UO Gossamer Flyaway Top,https://images.urbndata.com/is/image/UrbanOutfitters/79834982_001_b?$medium$&qlt=80&fit=constrain,24.99,45.00,https://www.urbanoutfitters.com/shop/uo-gossamer-flyaway-top?category=womens-clothing-sale&color=001,Urban Outfitters
UO Silva Rayon Mini Dress,https://images.urbndata.com/is/image/UrbanOutfitters/80119563_060_b?$medium$&qlt=80&fit=constrain,34.99,69.00,https://www.urbanoutfitters.com/shop/uo-silva-rayon-mini-dress?category=womens-clothing-sale&color=060,Urban Outfitters
UO Farrah Sheer Lace Corset Cami,https://images.urbndata.com/is/image/UrbanOutfitters/79833901_040_b?$medium$&qlt=80&fit=constrain,19.99,39.00,https://www.urbanoutfitters.com/shop/uo-farrah-sheer-lace-corset-cami?category=womens-clothing-sale&color=040,Urban Outfitters
UO Try Me Long Sleeve Graphic Tee,https://images.urbndata.com/is/image/UrbanOutfitters/80130081_004_b?$medium$&qlt=80&fit=constrain,24.99,45.00,https://www.urbanoutfitters.com/shop/uo-try-me-long-sleeve-graphic-tee?category=womens-clothing-sale&color=004,Urban Outfitters
UO Maryn Tie-Front Cardigan,https://images.urbndata.com/is/image/UrbanOutfitters/79306569_011_b?$medium$&qlt=80&fit=constrain,29.99,59.00,https://www.urbanoutfitters.com/shop/uo-maryn-tie-front-cardigan?category=womens-clothing-sale&color=011,Urban Outfitters
UO I Used To Care Oversized Tee,https://images.urbndata.com/is/image/UrbanOutfitters/80534241_072_b?$medium$&qlt=80&fit=constrain,19.99,39.00,https://www.urbanoutfitters.com/shop/uo-i-used-to-care-oversized-tee?category=womens-clothing-sale&color=072,Urban Outfitters
UO Celin Flower-Button Cardigan,https://images.urbndata.com/is/image/UrbanOutfitters/79356580_000_b?$medium$&qlt=80&fit=constrain,29.99,59.00,https://www.urbanoutfitters.com/shop/uo-celin-flower-button-cardigan?category=womens-clothing-sale&color=000,Urban Outfitters
UO Zander Cinched Open-Front Cardigan,https://images.urbndata.com/is/image/UrbanOutfitters/80693500_012_b?$medium$&qlt=80&fit=constrain,24.99,49.00,https://www.urbanoutfitters.com/shop/uo-zander-cinched-open-front-cardigan?category=womens-clothing-sale&color=012,Urban Outfitters
UO Lottie Cropped Cardigan,https://images.urbndata.com/is/image/UrbanOutfitters/79640322_040_b?$medium$&qlt=80&fit=constrain,29.99,55.00,https://www.urbanoutfitters.com/shop/uo-lottie-cropped-cardigan?category=womens-clothing-sale&color=040,Urban Outfitters
UO Snack Time Oversized Tee,https://images.urbndata.com/is/image/UrbanOutfitters/80534399_001_b?$medium$&qlt=80&fit=constrain,19.99,39.00,https://www.urbanoutfitters.com/shop/uo-snack-time-oversized-tee?category=womens-clothing-sale&color=001,Urban Outfitters
UO Zinnia Sequin Low-Rise Mini Skirt,https://images.urbndata.com/is/image/UrbanOutfitters/78390663_007_b?$medium$&qlt=80&fit=constrain,29.99,79.00,https://www.urbanoutfitters.com/shop/uo-zinnia-sequin-low-rise-mini-skirt?category=womens-clothing-sale&color=007,Urban Outfitters
BC Footwear Left Unsaid Lug Sandal,https://images.urbndata.com/is/image/UrbanOutfitters/59808824_040_b?$medium$&qlt=80&fit=constrain,24.99,45.00,https://www.urbanoutfitters.com/shop/bc-footwear-left-unsaid-lug-sandal?category=womens-clothing-sale&color=040,Urban Outfitters
BDG Mason Layered Long Sleeve Top,https://images.urbndata.com/is/image/UrbanOutfitters/69676617_060_b?$medium$&qlt=80&fit=constrain,34.99,49.00,https://www.urbanoutfitters.com/shop/bdg-mason-layered-long-sleeve-top?category=womens-clothing-sale&color=060,Urban Outfitters
Lucy Medium Crescent Bag,https://images.urbndata.com/is/image/UrbanOutfitters/80838790_083_b?$medium$&qlt=80&fit=constrain,44.99 – 89.00,89.00,https://www.urbanoutfitters.com/shop/lucy-medium-crescent-bag?category=womens-clothing-sale&color=083,Urban Outfitters
Urban Renewal Remade Squares Pieced Sweater,https://images.urbndata.com/is/image/UrbanOutfitters/79662748_014_b?$medium$&qlt=80&fit=constrain,19.99 – 29.99,39.00,https://www.urbanoutfitters.com/shop/urban-renewal-remade-squares-pieced-sweater?category=womens-clothing-sale&color=014,Urban Outfitters
UO Mimi Semi-Sheer Textured Crew Neck Top,https://images.urbndata.com/is/image/UrbanOutfitters/79905345_001_b?$medium$&qlt=80&fit=constrain,24.99 – 34.99,49.00,https://www.urbanoutfitters.com/shop/uo-mimi-semi-sheer-textured-crew-neck-top?category=womens-clothing-sale&color=001,Urban Outfitters
UO Devon Metal Studded Crossbody Bag,https://images.urbndata.com/is/image/UrbanOutfitters/80464720_062_b?$medium$&qlt=80&fit=constrain,29.99,39.00,https://www.urbanoutfitters.com/shop/uo-devon-metal-studded-crossbody-bag?category=womens-clothing-sale&color=062,Urban Outfitters
UO Lucy Mini Classic Crescent Bag,https://images.urbndata.com/is/image/UrbanOutfitters/80838816_062_b?$medium$&qlt=80&fit=constrain,39.99,59.00,https://www.urbanoutfitters.com/shop/uo-lucy-mini-classic-crescent-bag?category=womens-clothing-sale&color=062,Urban Outfitters
BDG Anya Cropped Trouser Pant,https://images.urbndata.com/is/image/UrbanOutfitters/81755241_023_b?$medium$&qlt=80&fit=constrain,24.99,45.00,https://www.urbanoutfitters.com/shop/bdg-anya-cropped-trouser-pant?category=womens-clothing-sale&color=023,Urban Outfitters
Out From Under Go For Gold Seamless Cropped Long Sleeve Top,https://images.urbndata.com/is/image/UrbanOutfitters/78513207_080_b?$medium$&qlt=80&fit=constrain,14.95 – 24.99,45.00 – 49.00,https://www.urbanoutfitters.com/shop/out-from-under-go-for-gold-seamless-cropped-long-sleeve-top?category=womens-clothing-sale&color=080,Urban Outfitters
Out From Under Marianne Seamless Bodysuit,https://images.urbndata.com/is/image/UrbanOutfitters/64516610_062_b?$medium$&qlt=80&fit=constrain,49.99,69.00,https://www.urbanoutfitters.com/shop/out-from-under-marianne-seamless-bodysuit?category=womens-clothing-sale&color=062,Urban Outfitters
UO Scarlet Eyelet Cropped Blouse,https://images.urbndata.com/is/image/UrbanOutfitters/81906653_040_b?$medium$&qlt=80&fit=constrain,39.99,55.00,https://www.urbanoutfitters.com/shop/uo-scarlet-eyelet-cropped-blouse?category=womens-clothing-sale&color=040,Urban Outfitters
Daisy Street Wide-Leg Track Pant,https://images.urbndata.com/is/image/UrbanOutfitters/80046246_040_b?$medium$&qlt=80&fit=constrain,29.99,45.00,https://www.urbanoutfitters.com/shop/daisy-street-wide-leg-track-pant?category=womens-clothing-sale&color=040,Urban Outfitters
UO Trisha Wrap Top,https://images.urbndata.com/is/image/UrbanOutfitters/81392342_066_b?$medium$&qlt=80&fit=constrain,29.99,45.00,https://www.urbanoutfitters.com/shop/uo-trisha-wrap-top?category=womens-clothing-sale&color=066,Urban Outfitters
UO Nikko Lace Long Sleeve Top,https://images.urbndata.com/is/image/UrbanOutfitters/80381734_011_b?$medium$&qlt=80&fit=constrain,64.99,74.00,https://www.urbanoutfitters.com/shop/uo-nikko-lace-long-sleeve-top?category=womens-clothing-sale&color=011,Urban Outfitters
UO Vale Printed Balloon Jumpsuit,https://images.urbndata.com/is/image/UrbanOutfitters/81169161_001_b?$medium$&qlt=80&fit=constrain,2.99 – 4.99,8.00,https://www.urbanoutfitters.com/shop/uo-vale-printed-balloon-jumpsuit?category=womens-clothing-sale&color=001,Urban Outfitters
Out From Under Chloe Seamless Knit G-String,https://images.urbndata.com/is/image/UrbanOutfitters/51532091_014_b?$medium$&qlt=80&fit=constrain,89.99,120.00,https://www.urbanoutfitters.com/shop/out-from-under-chloe-seamless-knit-g-string?category=womens-clothing-sale&color=014,Urban Outfitters
SILFEN Isobel Patent Shoulder Bag,https://images.urbndata.com/is/image/UrbanOutfitters/76078724_007_b?$medium$&qlt=80&fit=constrain,14.99,29.00,https://www.urbanoutfitters.com/shop/silfen-isobel-patent-shoulder-bag?category=womens-clothing-sale&color=007,Urban Outfitters
